,Name,Address 1,Address 2,"City, State Zipcode",License No,Issue Date,Expiration Date,Unnamed: 7,lat,long,accuracy,lng
1034,UMMC Pharmacy at Baltimore Washington,255 Hospital Drive,Suite 008,Glen Burnie MD  21060,P08521,11/23/2021,05/31/2024,,39.13704,,1,-76.621676
1035,UMMC Pharmacy at Capital Region,901 Harry S Truman Drive North,Room# H-1-N-200,Largo MD  20774,P08392,02/08/2021,05/31/2024,,38.902454,,1,-76.84435
1036,UMMS PHARMACY SERVICES,920 ELKRIDGE LANDING ROAD,,Linthicum MD  21090,P06236,01/16/2014,05/31/2024,,39.201958,,1,-76.686346
1037,Union Bridge Pharmacy,5 North Main Street,PO Box 595,UNION BRIDGE MD  21791,P00795,10/31/2000,05/31/2024,,39.569251,,1,-77.177725
1038,UNION HOSPITAL OF CECIL COUNTY,106 BOW STREET,,ELKTON MD  21921,P00796,01/01/1908,05/31/2024,,39.608589,,1,-75.832006
1039,"Union Hospital of Cecil County Health Services, Inc D/B/A UHCC COMMUNITY PHARMACY",106 Bow St.,,Elkton MD  21921,P07639,03/14/2018,05/31/2024,,39.608589,,1,-75.832006
1040,UNIVERSITY OF MARYLAND CHARLES REGIONAL MEDICAL CENTER,5 GARRETT AVE,,LAPLATA MD  20646,P01759,10/27/1998,05/31/2024,,38.529132,,1,-76.971165
1041,University of Maryland Medical Center Kaufman Cancer Center Pharmacy,500 Upper Chesapeake Drive,Room 2406,Bel Air MD  21014,P07845,04/18/2018,05/31/2024,,39.519624,,1,-76.346442
1042,UNIVERSITY OF MARYLAND MEDICAL CENTER PHARMACY AT REDWOOD,11 S PACA ST,,BALTIMORE MD  21201,P01944,02/07/1996,05/31/2024,,39.287513,,0.9,-76.622403
1043,University of Maryland Medical Center Serpick Infusion Center Pharmacy,7501 Osler Drive,Room 102,Towson MD  21204,P07846,04/18/2018,05/31/2024,,39.38659,,1,-76.61189
1044,UNIVERSITY OF MARYLAND MEDICAL SOLUTIONS,825 N. Hammonds Ferry Rd,SUITE C,Linthicum Heights MD  21090,PW0484,11/02/2015,05/31/2024,,39.226209,,1,-76.663941
1045,UNIVERSITY OF MARYLAND REHABILITATION AND ORTHOPAEDIC INSTITUTE- INPATIENT,2200 KERNAN DRIVE,,BALTIMORE MD  21207,P01942,02/07/1996,05/31/2024,,39.313219,,1,-76.711524
1046,UNIVERSITY OF MARYLAND REHABILITATION AND ORTHOPAEDIC INSTITUTE- OUTPATIENT,2200 KERNAN DRIVE,RM G806,BALTIMORE MD  21207,P04772,10/03/2008,05/31/2024,,39.313219,,1,-76.711524
1047,UNIVERSITY OF MARYLAND ST. JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,,Towson MD  21204,P05824,11/30/2012,05/31/2024,,39.388009,,1,-76.607023
1048,UNIVERSITY OF MD,22 S GREENE ST,OUTPATIENT RX  WEINBERG BLDG,BALTIMORE MD  21201,P01661,10/20/1992,05/31/2024,,39.288165,,1,-76.624685
1049,University of MD Department of Pharmacy Services,22 S Greene Street,,Baltimore MD  21201,P00800,12/01/1978,05/31/2024,,39.288165,,1,-76.624685
1050,UPMC Western Maryland,12500 WILLOWBROOK ROAD,,CUMBERLAND MD  21502,P04995,09/10/2009,05/31/2024,,39.64901,,1,-78.734019
1051,UPPER CHESAPEAKE MEDICAL CTR,500 UPPER CHESAPEAKE DR,,BEL AIR MD  21014,P00843,09/22/2000,05/31/2024,,39.519624,,1,-76.346442
1052,"Urbana Pharmacy, Inc.",3420 Worthington Blvd.,Suite B,Frederick MD  21704,P08056,10/09/2019,05/31/2024,,39.328357,,1,-77.346214
1053,V-Care Pharmacy,438 Prospect Blvd,,Frederick MD  21701,P08644,08/24/2022,05/31/2024,,39.404346,,1,-77.428661
1054,Vaccine Valet LLC,4800 Hampden Lane,Suite 214,Bethesda MD  20814,PW0524,12/18/2019,05/31/2024,,38.982493,,1,-77.095061
1055,"Vamsh Health Services, LLC dba Metro Pharmacy",10309 Grand Central Avenue,Suite 110,Owings Mills MD  21117,P08501,10/05/2021,05/31/2024,,39.40645,,0.9,-76.782888
1056,VASHAN COMPOUNDING PHARMACY,9005 SHADY GROVE COURT,,GAITHERSBURG MD  20877,P04493,11/01/2006,05/31/2024,,39.118872,,1,-77.183612
1057,Victree LLC dba Penn Avenue Pharmacy & Medical Equipment,1525 Pennsylvania Ave,,Baltimore MD  21217,P08475,08/04/2021,05/31/2024,,39.302548,,1,-76.633013
1058,VILLAGE GREEN APOTHECARY,5415 N CEDAR LANE,#102-B,BETHESDA MD  20814,P00017,12/09/2002,05/31/2024,,39.00526,,0.9,-77.108546
1059,Vital Care Pharmacy,1116  REISTERSTOWN  RD,SUITE 101,Pikesville MD  21208,P08205,12/12/2019,05/31/2024,,39.374063,,1,-76.722844
1060,Voshell's Pharmacy,3455 Wilkens Avenue,,Baltimore MD  21229,P08691,12/29/2022,05/31/2024,,39.272287,,1,-76.67558
1061,WAL MART PHARMACY 10 2436,6400A Ridge Road,Suite 1,Sykesville MD  21784,P01940,02/06/2002,05/31/2024,,39.399053,,1,-76.935136
1062,Wal-Mart Pharmacy #10-2790,10420 Walmart Drive,,Hagerstown MD  21740,P07516,12/05/2017,05/31/2024,,39.58887,,0.5,-77.700213
1063,WALGREEN  CO DBA WALGREENS #05410,19 E Fayette Street,,Baltimore MD  21202,P06717,06/25/2015,05/31/2024,,39.290169,,1,-76.61418
1064,WALGREEN  CO DBA: WALGREENS # 05408,1300 East North Ave,,Baltimore MD  21213,P06742,06/04/2015,05/31/2024,,39.312479,,1,-76.599916
1065,WALGREEN  CO DBA: WALGREENS #05587,9621  Belair Road,,Baltimore MD  21236,P06772,06/22/2015,05/31/2024,,39.412933,,1,-76.46257
1066,WALGREEN  CO DBA: WALGREENS #05638,4025  W Northern Pkwy,,Baltimore MD  21215,P06775,06/10/2015,05/31/2024,,39.348602,,1,-76.69083
1067,WALGREEN  CO DBA: WALGREENS #06320,2204 N Rolling Road,,Baltimore MD  21244,P06702,06/16/2015,05/31/2024,,39.32024,,1,-76.758875
1068,WALGREEN  CO DBA: WALGREENS #06396,8606  Philadelphia Road,,Rosedale MD  21237,P06719,06/19/2015,05/31/2024,,39.33426,,1,-76.495992
1069,WALGREEN  CO DBA: WALGREENS #06779,9616  Harford Road,,Baltimore MD  21234,P06758,06/19/2015,05/31/2024,,39.395772,,1,-76.523362
1070,WALGREEN  CO DBA: WALGREENS #07357,3005 Emmorton Road,,Abingdon MD  21009,P06738,06/24/2015,05/31/2024,,39.476941,,1,-76.309173
1071,WALGREEN  CO DBA: WALGREENS #07554,7901  Ritchie Hwy,,Glen Burnie MD  21061,P06756,05/26/2015,05/31/2024,,39.140717,,1,-76.601914
1072,WALGREEN  CO DBA: WALGREENS #07574,5657  Baltimore National Pike,,Catonsville MD  21228,P06751,06/23/2015,05/31/2024,,39.287715,,1,-76.730387
1073,WALGREEN  CO DBA: WALGREENS #07678,1260  Liberty Road,,Eldersburg MD  21784,P06755,05/12/2015,05/31/2024,,39.404883,,1,-76.951317
1074,WALGREEN  CO DBA: WALGREENS #07701,7953 Crain Hwy S.,,Glen Burnie MD  21061,P06752,05/26/2015,05/31/2024,,39.133038,,1,-76.636056
1075,WALGREEN  CO DBA: WALGREENS #09028,6700  Ritchie Hwy,,Glen Burnie MD  21061,P06745,06/05/2015,05/31/2024,,39.193316,,1,-76.614425
1076,WALGREEN  CO DBA: WALGREENS #09032,25 HIGH ST,,Waldorf MD  20602,P06725,06/25/2015,05/31/2024,,38.602349,,1,-76.904074
1077,WALGREEN  CO DBA: WALGREENS #09926,2016  ROCK  SPRING RD,,Forest Hill MD  21050,P06737,06/02/2015,05/31/2024,,39.572718,,1,-76.385933
1078,WALGREEN  CO DBA: WALGREENS #09927,735 S. SALISBURY  BLVD,,Salisbury MD  21801,P06736,05/28/2015,05/31/2024,,38.355988,,1,-75.599793
1079,WALGREEN  CO DBA: WALGREENS #09967,8174 OCEAN GATEWAY,,Easton MD  21601,P06760,05/28/2015,05/31/2024,,38.77351,,1,-76.060923
1080,WALGREEN  CO DBA: WALGREENS #10063,6300 Crain Hwy,,La Plata MD  20646,P06764,06/09/2015,05/31/2024,,38.539132,,1,-76.983344
1081,WALGREEN  CO DBA: WALGREENS #10076,2560  QUARRY LAKE DR,,Baltimore MD  21209,P06762,05/29/2015,05/31/2024,,39.385364,,1,-76.688689
1082,WALGREEN  CO DBA: WALGREENS #10402,11745  ROUSBY HALL RD,,Lusby MD  20657,P06763,05/14/2015,05/31/2024,,38.373156,,1,-76.442925
1083,WALGREEN  CO DBA: WALGREENS #10539,12400  Auto Drive,,Clarksville MD  21029,P06761,06/03/2015,05/31/2024,,39.209117,,1,-76.94114
1084,WALGREEN  CO DBA: WALGREENS #10905,640  SUNBURST  HWY,,Cambridge MD  21613,P06734,06/12/2015,05/31/2024,,38.561904,,1,-76.065482
1085,WALGREEN  CO DBA: WALGREENS #10976,9001  Woody Terrace,Suite B,Clinton MD  20735,P06785,06/11/2015,05/31/2024,,38.765704,,1,-76.887266
1086,WALGREEN  CO DBA: WALGREENS #10977,301 East Pulaski Highway,,Elkton MD  21921,P06735,06/04/2015,05/31/2024,,39.598738,,1,-75.818731
1087,WALGREEN  CO DBA: WALGREENS #11037,2556 PULASKI HWY,,NORTH EAST MD  21901,P04504,12/07/2006,05/31/2024,,39.606582,,1,-75.950389
1088,WALGREEN  CO DBA: WALGREENS #11054,5319 PULASKI HIGHWAY,,PERRYVILLE MD  21903,P04505,12/28/2006,05/31/2024,,39.570916,,1,-76.068855
1089,WALGREEN  CO DBA: WALGREENS #11057,2440 CENTREVILLE ROAD,,CENTREVILLE MD  21617,P04508,12/22/2006,05/31/2024,,39.03095,,1,-76.076339
1090,WALGREEN  CO DBA: WALGREENS #11064,21400 ZEEMAN ROAD,,ROCKHALL MD  21661,P04511,11/29/2006,05/31/2024,,39.139495,,1,-76.230854
1091,WALGREEN  CO DBA: WALGREENS #11140,1329  University Blvd E,,Takoma Park MD  20912,P06741,05/13/2015,05/31/2024,,38.987714,,1,-76.986563
1092,WALGREEN  CO DBA: WALGREENS #11169,950  Beards Hill Road,,Aberdeen MD  21001,P06740,06/02/2015,05/31/2024,,39.524442,,1,-76.184717
1093,WALGREEN  CO DBA: WALGREENS #11501,496 Ritchie Hwy,,Severna Park MD  21146,P06731,05/26/2015,05/31/2024,,39.081141,,1,-76.550118
1094,WALGREEN  CO DBA: WALGREENS #11594,110 HOSPITAL RD,SUITE 100,Prince Frederick MD  20678,P06726,05/14/2015,05/31/2024,,38.559126,,1,-76.595194
1095,WALGREEN  CO DBA: WALGREENS #11763,701 Washington Ave,,Chestertown MD  21620,P06727,06/23/2015,05/31/2024,,39.223884,,1,-76.069436
1096,WALGREEN  CO DBA: WALGREENS #11949,5585  Twin Knolls Road,,Columbia MD  21045,P06774,07/03/2015,05/31/2024,,39.219985,,1,-76.839382
1097,WALGREEN  CO DBA: WALGREENS #11951,11085  CATHELL  RD,,Berlin MD  21811,P06797,05/13/2015,05/31/2024,,38.378361,,1,-75.167043
1098,WALGREEN  CO DBA: WALGREENS #12130,909  Mount Hermon Road,,Salisbury MD  21804,P06746,05/28/2015,05/31/2024,,38.368394,,1,-75.581012
1099,WALGREEN  CO DBA: WALGREENS #12266,209 N 3rd Street,,Oakland MD  21550,P06753,05/13/2015,05/31/2024,,39.412861,,1,-79.403423
1100,WALGREEN  CO DBA: WALGREENS #12324,1595 Opossumtown Pike,,Frederick MD  21702,P06744,06/02/2015,05/31/2024,,39.43931,,1,-77.41097
1101,WALGREEN  CO DBA: WALGREENS #12472,7008  Marlboro Pike,,Forestville MD  20747,P06787,06/08/2015,05/31/2024,,38.850202,,1,-76.885378
1102,WALGREEN  CO DBA: WALGREENS #12560,1510  Reisterstown Road,,Pikesville MD  21208,P06754,06/23/2015,05/31/2024,,39.377859,,1,-76.72682
1103,WALGREEN  CO DBA: WALGREENS #12748,1201 E Churchville Road,,Bel Air MD  21014,P06728,05/12/2015,05/31/2024,,39.542819,,1,-76.32672
1104,WALGREEN  CO DBA: WALGREENS #12790,6323 Baltimore National Pike,,Catonsville MD  21228,P06695,06/10/2015,05/31/2024,,39.283212,,1,-76.755517
1105,WALGREEN  CO DBA: WALGREENS #12846,6498  Landover Road,,Cheverly MD  20785,P06788,05/14/2015,05/31/2024,,38.932891,,1,-76.9023
1106,WALGREEN  CO DBA: WALGREENS #12847,1801  York Road,,Lutherville MD  21093,P06789,06/05/2015,05/31/2024,,39.430778,,1,-76.620811
1107,WALGREEN  CO DBA: WALGREENS #13149,1075  Seven Locks Road,,Rockville MD  20854,P06790,05/12/2015,05/31/2024,,39.061764,,1,-77.159777
1108,WALGREEN  CO DBA: WALGREENS #13606,939  York Road,,Towson MD  21204,P06792,06/04/2015,05/31/2024,,39.409511,,1,-76.608215
1109,WALGREEN  CO DBA: WALGREENS #13816,8374 Piney Orchard Pkwy,,Odenton MD  21113,P06715,06/03/2015,05/31/2024,,39.085777,,1,-76.700112
1110,WALGREEN  CO DBA: WALGREENS #13840,8650  Belair Road,,Perry Hall MD  21236,P06793,06/18/2015,05/31/2024,,39.39171,,1,-76.489851
1111,WALGREEN  CO DBA: WALGREENS #13892,17703  VIRGINIA  AVE,,Hagerstown MD  21740,P06796,06/02/2015,05/31/2024,,39.621259,,1,-77.755127
1112,WALGREEN  CO DBA: WALGREENS #13893,1631  DUAL HWY,,Hagerstown MD  21740,P06784,05/06/2015,05/31/2024,,39.616504,,1,-77.693349
1113,WALGREEN  CO DBA: WALGREENS #15117,430  Hungerford Drive,,Rockville MD  20850,P06783,05/26/2015,05/31/2024,,39.088761,,1,-77.151711
1114,WALGREEN  CO DBA: WALGREENS #15130,10410  York Road,,Cockeysville MD  21030,P06779,06/05/2015,05/31/2024,,39.47424,,1,-76.64144
1115,WALGREEN  CO DBA: WALGREENS #15185,600  Washington Blvd S,,Laurel MD  20707,P06780,06/03/2015,05/31/2024,,39.098789,,0.95,-76.848294
1116,WALGREEN  CO DBA: WALGREENS #15553,10097 Baltimore National Pike,,Ellicott City MD  21042,P06494,02/18/2015,05/31/2024,,39.278752,,1,-76.859991
1117,WALGREEN  CO DBA: WALGREENS #15958,13403  Volvo Way,,Hagerstown MD  21742,P06795,05/14/2015,05/31/2024,,39.684567,,0.7,-77.731185
1118,WALGREEN  CO DBA: WALGREENS #15978,324 E.  ANTIETAM  ST,SUITE 202,Hagerstown MD  21740,P06781,05/06/2015,05/31/2024,,39.637884,,1,-77.713372
1119,WALGREEN  CO DBA: WALGREENS #15980,11110  Medical Campus Road,Suite 105,Hagerstown MD  21742,P06732,05/14/2015,05/31/2024,,39.621012,,1,-77.683069
1120,WALGREEN  CO DBA: WALGREENS #16186,6565 N Charles Street,,Baltimore MD  21204,P06714,05/28/2015,05/31/2024,,39.389531,,1,-76.624635
1121,WALGREEN  CO DBA: WALGREENS #16188,2000 W Baltimore Street,,Baltimore MD  21223,P06733,05/14/2015,05/31/2024,,39.288332,,1,-76.64912
1122,WALGREEN  CO DBA: WALGREENS #16191,2411 W. BELVEDERE AVE SUITE 101,,Baltimore MD  21215,P06768,05/08/2015,05/31/2024,,39.35313,,1,-76.665068
1123,WALGREEN  CO DBA: WALGREENS #16192,1838 Greene Tree Road,Suite 100,Pikesville MD  21208,P06765,06/18/2015,05/31/2024,,39.390635,,1,-76.736585
1124,WALGREEN  CO DBA: WALGREENS #2446,6 S.MARLYN  AVE,,Essex MD  21221,P06743,06/19/2015,05/31/2024,,39.311563,,1,-76.465718
1125,WALGREEN  CO DBA: WALGREENS #5331,8050  Liberty Road,,Baltimore MD  21244,P06720,06/16/2015,05/31/2024,,39.354015,,1,-76.757616
1126,WALGREEN  CO DBA: WALGREENS #5409,4020  EASTERN  AVE,,Baltimore MD  21224,P06739,01/15/2016,05/31/2024,,39.287307,,1,-76.562923
1127,WALGREEN  CO DBA: WALGREENS #5686,401 Compass Rd. E,,Baltimore MD  21220,P06776,05/29/2015,05/31/2024,,39.336278,,1,-76.456775
1128,WALGREEN CO #06007,5740 Ritchie Hwy,,Brooklyn MD  21225,P06699,06/26/2015,05/31/2024,,39.216216,,1,-76.615081
1129,WALGREEN CO DBA :WALGREENS  #13457,500 Meadow Creek Drive,,Westminster MD  21158,P06791,05/12/2015,05/31/2024,,39.588257,,1,-77.011764
1130,WALGREEN CO DBA WALGREENS # 09490,3106 SOLOMONS ISLAND RD,,Edgewater MD  21037,P06696,06/03/2015,05/31/2024,,38.940045,,0.99,-76.565191
1131,WALGREEN CO DBA WALGREENS # 11999,1927  EMMORTON RD,,Bel Air MD  21015,P06771,05/12/2015,05/31/2024,,39.503253,,1,-76.326557
1132,WALGREEN CO DBA WALGREENS # 12817,11215 New Hampshire Ave,,Silver Spring MD  20904,P06701,05/12/2015,05/31/2024,,39.040933,,0.99,-76.989661
1133,WALGREEN CO DBA WALGREENS #09342,1930 PULASKI  HWY,,Edgewood MD  21040,P06694,06/04/2015,05/31/2024,,39.435761,,1,-76.315134
1134,WALGREEN CO DBA WALGREENS #09632,2970  SHASHO  PL,,Waldorf MD  20603,P06698,06/08/2015,05/31/2024,,38.624345,,1,-76.921734
1135,WALGREEN CO DBA WALGREENS #11283,1802  Main Street,,Chester MD  21619,P06773,06/03/2015,05/31/2024,,38.973454,,1,-76.279582
1136,WALGREEN CO DBA WALGREENS #11500,15990  Annapolis Road,,Bowie MD  20715,P06770,06/03/2015,05/31/2024,,38.98236,,1,-76.728817
1137,WALGREEN CO DBA WALGREENS#06265,9110 Liberty Road,,Randallstown MD  21133,P06700,06/09/2015,05/31/2024,,39.369975,,1,-76.799979
1138,WALGREEN CO DBA WALGREENS#16190,301 Saint Paul St,,Baltimore MD  21202,P06769,06/03/2015,05/31/2024,,39.292991,,1,-76.613076
1139,WALGREEN CO DBA:WALGREENS #05623,3801 Liberty Heights Ave,,Baltimore MD  21215,P06693,06/10/2015,05/31/2024,,39.326883,,1,-76.681849
1140,"Walgreen Co, dba Walgreens #18308",2700 Remington Avenue,Suite 500,Baltimore MD  21211,P07828,03/08/2018,05/31/2024,,39.320445,,1,-76.621114
1141,Walgreen Co. dba Walgreens  #17836,12224 TULLAMORE RD,,TIMONIUM MD  21093,P07830,03/08/2018,05/31/2024,,39.458216,,1,-76.6652
1142,Walgreen Co. dba Walgreens  #18096,1321 RIVERSIDE PKWY,,BELCAMP MD  21017,P07782,03/08/2018,05/31/2024,,39.479823,,1,-76.2476
1143,Walgreen Co. dba Walgreens  #18946,300 PULASKI HIGHWAY,,JOPPA MD  21085,P07808,03/08/2018,05/31/2024,,39.424063,,1,-76.371548
1144,Walgreen Co. dba Walgreens  #19043,3463 SWEET AIR RD,,PHOENIX MD  21131,P07822,03/08/2018,05/31/2024,,39.515456,,1,-76.558401
1145,Walgreen Co. dba Walgreens  #19129,11917 REISTERSTOWN ROAD,#19,REISTERSTOWN MD  21136,P07738,03/02/2018,05/31/2024,,39.448869,,1,-76.813808
1146,Walgreen Co. dba Walgreens  #19144,2101 FALLSTON ROAD,,FALLSTON MD  21047,P07817,03/08/2018,05/31/2024,,39.531315,,1,-76.445895
1147,Walgreen Co. dba Walgreens  #19149,6 CARROL ISLAND RD,,BALTIMORE MD  21220,P07837,03/08/2018,05/31/2024,,39.338107,,1,-76.402063
1148,Walgreen Co. dba Walgreens  #19401,711 WEST 40  STREET,,BALTIMORE MD  21211,P07791,03/08/2018,05/31/2024,,39.335719,,1,-76.630499
1149,Walgreen Co. dba Walgreens #17191,606 HOAGIE DRIVE,,BEL AIR MD  21014,P07781,03/08/2018,05/31/2024,,39.570243,,1,-76.353575
1150,Walgreen Co. dba Walgreens #17205,1030 W 41st Street,Suite E,BALTIMORE MD  21211,P07805,03/08/2018,05/31/2024,,39.337684,,1,-76.634602
1151,Walgreen Co. dba Walgreens #17587,6838 LOCH RAVEN BLVD,,Baltimore MD  21286,P07800,03/08/2018,05/31/2024,,39.385021,,1,-76.577703
1152,Walgreen Co. dba Walgreens #17609,300 Martin Luther King Jr. Blvd.,,Baltimore MD  21201,P07784,03/08/2018,05/31/2024,,39.293107,,0.9,-76.628427
1153,Walgreen Co. dba Walgreens #17619,1600 E CHURCHVILLE RD,,BEL AIR MD  21015,P07790,03/08/2018,05/31/2024,,39.547186,,1,-76.313156
1154,Walgreen Co. dba Walgreens #18337,3700 FALLS ROAD,,BALTIMORE MD  21211,P07799,03/08/2018,05/31/2024,,39.332692,,1,-76.635848
1155,Walgreen Co. DBA Walgreens #19212,23 W TIMONIUM ROAD,,TIMONIUM MD  21093,P07810,03/08/2018,05/31/2024,,39.439692,,1,-76.628344
1156,Walgreen Co. DBA Walgreens #19451,21 Denton Plaza,,Denton MD  21629,P07811,03/08/2018,05/31/2024,,38.873893,,0.75,-75.824054
1157,Walgreen Co. dba Walgreens #19619,8701 GEORGIA AVE,SUITE 100,Silver Spring MD  20910,P07768,03/02/2018,05/31/2024,,38.997948,,1,-77.02975
1158,Walgreen Co. dba Walgreens #19924,7651 HARFORD RD,,BALTIMORE MD  21234,P07797,03/08/2018,05/31/2024,,39.372209,,1,-76.544045
1159,WALGREENS  CO DBA WALGREENS #07573,6301  York Road,,Baltimore MD  21212,P06794,07/01/2015,05/31/2024,,39.371402,,1,-76.609257
1160,WALGREENS #17174,901 N BURHANS BLVD,,HAGERSTOWN MD  21742,P07752,03/02/2018,05/31/2024,,39.657749,,1,-77.720276
1161,WALGREENS #17201,415 E RIDGEVILLE BLVD,,MT AIRY MD  21771,P07748,03/02/2018,05/31/2024,,39.365203,,1,-77.160931
1162,WALGREENS #17236,21729 Great Mills Rd,Ste. C,LEXINGTON PARK MD  20653,P07749,03/02/2018,05/31/2024,,38.264955,,1,-76.455709
1163,Walgreens #17262,6906 Arlington Road,,Bethesda MD  20814,P07772,03/02/2018,05/31/2024,,38.978711,,1,-77.099111
1164,Walgreens #17300,29 SHIPPING PL #31,,BALTIMORE MD  21222,P07836,03/08/2018,05/31/2024,,39.257927,,1,-76.522726
1165,WALGREENS #17333,1000 KEY PARKWAY,,FREDERICK MD  21702,P07777,03/02/2018,05/31/2024,,39.419617,,1,-77.438118
1166,Walgreens #17508,2926 Baltimore Blvd,Ste A,Finksburg MD  21048-1832,P07736,03/02/2018,05/31/2024,,39.496284,,1,-76.891484
1167,Walgreens #17522,238 MCMECHEN STREET,,BALTIMORE MD  21217,P07785,03/08/2018,05/31/2024,,39.307794,,1,-76.627099
1168,Walgreens #17610,1230 Bay Dale Drive,,ARNOLD MD  21012,P07824,03/08/2018,05/31/2024,,39.039054,,1,-76.479761
1169,WALGREENS #17638,10134 RIVER RD,,POTOMAC MD  20854,P07764,03/02/2018,05/31/2024,,39.016841,,1,-77.209518
1170,Walgreens #17640,22411 JEFFERSON BLVD,,SMITHSBURG MD  21783,P07762,03/02/2018,05/31/2024,,39.642553,,1,-77.588758
1171,Walgreens #17672,30283 TRIANGLE DRIVE,,CHARLOTTE HALL MD  20622,P07739,03/02/2018,05/31/2024,,38.50024,,1,-76.773933
1172,Walgreens #17679,3237 CHESTNUT RIDGE RD,,GRANTSVILLE MD  21536,P07735,03/02/2018,05/31/2024,,39.696444,,1,-79.100222
1173,Walgreens #17803,9139 RIGGS ROAD,,ADELPHI MD  20783,P07741,03/02/2018,05/31/2024,,39.003709,,1,-76.96998
1174,Walgreens #17857,101 Bishop Murphy Drive,,Frostburg MD  21532,P07776,03/02/2018,05/31/2024,,39.644785,,1,-78.910174
1175,WALGREENS #17859,5741 SILVER HILL ROAD,,DISTRICT HGTS MD  20747,P07771,03/02/2018,05/31/2024,,38.854264,,1,-76.90648
1176,Walgreens #17889,3935 ERDMAN AVE,#37,BALTIMORE MD  21213,P07796,03/08/2018,05/31/2024,,39.314796,,1,-76.568698
1177,WALGREENS #17905,9150 BALTO NATL PIKE,,ELLICOTT CITY MD  21042,P07747,03/02/2018,05/31/2024,,39.261897,,0.5,-76.897247
1178,Walgreens #17917,12701 LAUREL BOWIE ROAD,,LAUREL MD  20708,P07813,03/08/2018,05/31/2024,,39.06405,,1,-76.838789
1179,WALGREENS #17928,662 QUINCE ORCHARD ROAD,,GAITHERSBURG MD  20878,P07761,03/02/2018,05/31/2024,,39.141418,,1,-77.22216
1180,Walgreens #17944,110 Mitchells Chance Road,,Edgewater MD  21037,P07807,03/08/2018,05/31/2024,,38.931264,,1,-76.566695
1181,WALGREENS #17966,7270 MONTGOMERY RD,,ELKRIDGE MD  21075,P07827,03/08/2018,05/31/2024,,39.207346,,1,-76.729574
1182,Walgreens #18015,4733 WESTLAND BLVD,,ARBUTUS MD  21227,P07803,03/08/2018,05/31/2024,,39.260545,,1,-76.695282
1183,Walgreens #18052,92 SOUDER ROAD,,BRUNSWICK MD  21716,P07765,03/02/2018,05/31/2024,,39.324475,,1,-77.622811
1184,WALGREENS #18082,6401 FREDERICK ROAD,,CATONSVILLE MD  21228,P07754,03/02/2018,05/31/2024,,39.274945,,1,-76.717474
1185,Walgreens #18155,4214 FRANKFORD AVE,,BALTIMORE MD  21206,P07806,03/08/2018,05/31/2024,,39.338104,,1,-76.551494
1186,Walgreens #18160,3400 MOUNTAIN ROAD,,PASADENA MD  21122,P07819,03/08/2018,05/31/2024,,39.125255,,1,-76.530365
1187,Walgreens #18165,355 MARKET SQUARE DRIVE,,PR FREDERICK MD  20678,P07737,03/02/2018,05/31/2024,,39.418537,,0.8,-77.410568
1188,Walgreens #18255,13307 NEW HAMPSHIRE AVE,,SILVER SPRING MD  20904,P07743,03/02/2018,05/31/2024,,39.073921,,1,-77.00193
1189,WALGREENS #18951,2633 BRANDERMILL BLVD,,GAMBRILLS MD  21054,P07786,03/08/2018,05/31/2024,,39.039952,,1,-76.677667
1190,Walgreens #19086,7535 HOLABIRD AVENUE,,Baltimore MD  21222,P07818,03/08/2018,05/31/2024,,39.270338,,1,-76.506084
1191,Walgreens #19115,140 BACK RIVER NECK RD,,Baltimore MD  21221,P07787,03/08/2018,05/31/2024,,39.309352,,1,-76.446199
1192,Walgreens #19141,537 JERMOR LANE,,WESTMINSTER MD  21157,P07742,03/02/2018,05/31/2024,,39.564664,,1,-76.977858
1193,Walgreens #19249,1005 Bayridge Avenue,,Annapolis MD  21403,P07832,03/08/2018,05/31/2024,,38.942123,,0.5,-76.489628
1194,WALGREENS #19312,6130 BALTIMORE AVENUE,,RIVERDALE MD  20737,P07767,03/02/2018,05/31/2024,,38.962617,,1,-76.939889
1195,Walgreens #19313,609 TAYLOR AVE,,ANNAPOLIS MD  21401,P07801,03/08/2018,05/31/2024,,38.9881,,1,-76.50287
1196,WALGREENS #19336,9810 APOLLO DRIVE,,LARGO MD  20774,P07750,03/02/2018,05/31/2024,,38.903819,,1,-76.835581
1197,Walgreens #19339,13870 GEORGIA AVE,,SILVER SPRING MD  20906,P07745,03/02/2018,05/31/2024,,39.081799,,1,-77.077577
1198,Walgreens #19368,12222 VEIRS MILL ROAD,,SILVER SPRING MD  20906,P07746,03/02/2018,05/31/2024,,39.056682,,1,-77.084234
1199,Walgreens #19374,6622 SECURITY BLVD,#24,Baltimore MD  21207,P07734,03/02/2018,05/31/2024,,39.312437,,1,-76.736324
1200,WALGREENS #19380,6970 CRESTWOOD BLVD,,FREDERICK MD  21703,P07759,03/02/2018,05/31/2024,,39.390748,,1,-77.423442
1201,Walgreens #19383,1132 ANNAPOLIS ROAD,,ODENTON MD  21113,P07829,03/08/2018,05/31/2024,,39.082369,,1,-76.68835
1202,Walgreens #19427,403 GEORGE CLAUSS BLVD,,SEVERN MD  21144,P07814,03/08/2018,05/31/2024,,39.144691,,1,-76.646966
1203,WALGREENS #19471,40955 MERCHANT LANE,,LEONARDTOWN MD  20650,P07760,03/02/2018,05/31/2024,,38.30461,,1,-76.660572
